,AvgAcc_,stdAcc_,FlowRate
0,-0.01622455236028215,0.0030559291176044316,2
1,-0.015913776451437874,0.0047426244650455324,3
2,-0.015500293000542592,0.0069837541215044706,4
3,-0.015732078133478024,0.006967835079903386,6
