,AvgAcc_,stdAcc_,FlowRate
0,0.9849256470588235,0.004639351544549151,2
1,0.9846494224598931,0.006330850812048706,3
2,0.9849724812834225,0.006322424776076125,4
3,0.9851217700534759,0.007078670764859996,6
