,AvgAcc_,stdAcc_,FlowRate
0,-0.17725578781512605,0.0060511496681191585,2
1,-0.17690857668067228,0.00809763136717764,3
2,-0.1773600892857143,0.009778518185855104,4
3,-0.1769954149159664,0.00951492129266337,6
