,AvgAcc_,stdAcc_,FlowRate
0,0.9686559296218488,0.00486587898802473,2
1,0.9690071376050421,0.006313387659682662,3
2,0.9688931880252101,0.014090150910451208,4
3,0.9686798109243697,0.01313471758984438,6
