,AvgAcc_,stdAcc_,FlowRate
0,-0.03663078133478025,0.003140728325775559,2
1,-0.03682548562126967,0.0034421854123209738,3
2,-0.03679386869234943,0.008085256213175601,4
3,-0.03696880629408573,0.009436125139087813,6
