,AvgAcc_,stdAcc_,FlowRate
0,-0.060157347593582884,0.003191617401790773,2
1,-0.06039863101604277,0.004488479331244567,3
2,-0.06033007486631016,0.004420357375929648,4
3,-0.05995653475935828,0.0049537582592390885,6
