2024-11-12_12:21:23.670,52363,0,-0.04715
2024-11-12_12:21:23.670,52363,1,-0.01663
2024-11-12_12:21:23.670,52363,2,1.03348
2024-11-12_12:21:23.690,52363,0,-0.03128
2024-11-12_12:21:23.690,52363,1,-0.01968
2024-11-12_12:21:23.690,52363,2,1.03348
2024-11-12_12:21:23.700,52363,0,-0.03128
2024-11-12_12:21:23.700,52363,1,-0.01297
2024-11-12_12:21:23.700,52363,2,0.99594
2024-11-12_12:21:23.720,52363,0,-0.03876
2024-11-12_12:21:23.720,52363,1,-0.01297
2024-11-12_12:21:23.720,52363,2,1.02951
2024-11-12_12:21:23.730,52363,0,-0.03067
2024-11-12_12:21:23.730,52363,1,-0.02274
2024-11-12_12:21:23.730,52363,2,1.02951
2024-11-12_12:21:23.750,52363,0,-0.03067
2024-11-12_12:21:23.750,52363,1,-0.01495
2024-11-12_12:21:23.750,52363,2,1.00647
2024-11-12_12:21:23.770,52363,0,-0.03952
2024-11-12_12:21:23.770,52363,1,-0.01495
2024-11-12_12:21:23.770,52363,2,1.0083
2024-11-12_12:21:23.780,52363,0,-0.03571
2024-11-12_12:21:23.780,52363,1,-0.01328
2024-11-12_12:21:23.780,52363,2,1.02493
2024-11-12_12:21:23.800,52363,0,-0.02869
2024-11-12_12:21:23.800,52363,1,-0.01282
2024-11-12_12:21:23.800,52363,2,1.02493
2024-11-12_12:21:23.810,52363,0,-0.02869
2024-11-12_12:21:23.810,52363,1,-0.02838
2024-11-12_12:21:23.810,52363,2,0.99426
2024-11-12_12:21:23.830,52363,0,-0.03281
2024-11-12_12:21:23.830,52363,1,-0.02838
2024-11-12_12:21:23.830,52363,2,1.02798
2024-11-12_12:21:23.840,52363,0,-0.05554
2024-11-12_12:21:23.840,52363,1,-0.0058
2024-11-12_12:21:23.840,52363,2,1.02798
2024-11-12_12:21:23.860,52363,0,-0.05554
2024-11-12_12:21:23.860,52363,1,-0.0145
2024-11-12_12:21:23.860,52363,2,1.04324
2024-11-12_12:21:23.880,52363,0,-0.02777
2024-11-12_12:21:23.880,52363,1,-0.0145
2024-11-12_12:21:23.880,52363,2,0.99152
2024-11-12_12:21:23.890,52363,0,-0.03098
2024-11-12_12:21:23.890,52363,1,-0.02625
2024-11-12_12:21:23.890,52363,2,0.99152
2024-11-12_12:21:23.910,52363,0,-0.03098
2024-11-12_12:21:23.910,52363,1,-0.0116
2024-11-12_12:21:23.910,52363,2,1.0022
2024-11-12_12:21:23.920,52363,0,-0.04471
2024-11-12_12:21:23.920,52363,1,-0.0116
2024-11-12_12:21:23.920,52363,2,1.02982
2024-11-12_12:21:23.940,52363,0,-0.03555
2024-11-12_12:21:23.940,52363,1,-0.00946
2024-11-12_12:21:23.940,52363,2,1.02448
2024-11-12_12:21:23.950,52363,0,-0.03677
2024-11-12_12:21:23.950,52363,1,-0.01587
2024-11-12_12:21:23.950,52363,2,1.02448
2024-11-12_12:21:23.970,52363,0,-0.03677
2024-11-12_12:21:23.970,52363,1,-0.0209
2024-11-12_12:21:23.970,52363,2,1.00891
2024-11-12_12:21:23.980,52363,0,-0.02625
2024-11-12_12:21:23.980,52363,1,-0.0209
2024-11-12_12:21:23.980,52363,2,0.97534
2024-11-12_12:21:24.000,52363,0,-0.05493
2024-11-12_12:21:24.000,52363,1,-0.00977
2024-11-12_12:21:24.000,52363,2,0.97534
2024-11-12_12:21:24.020,52363,0,-0.05493
2024-11-12_12:21:24.020,52363,1,-0.00885
2024-11-12_12:21:24.020,52363,2,1.06827
2024-11-12_12:21:24.030,52363,0,-0.01999
2024-11-12_12:21:24.030,52363,1,-0.00885
2024-11-12_12:21:24.030,52363,2,0.98099
2024-11-12_12:21:24.050,52363,0,-0.03845
2024-11-12_12:21:24.050,52363,1,-0.01511
2024-11-12_12:21:24.060,52363,2,0.98099
2024-11-12_12:21:24.080,52363,0,-0.03845
2024-11-12_12:21:24.080,52363,1,-0.01953
2024-11-12_12:21:24.080,52363,2,1.01883
2024-11-12_12:21:24.090,52363,0,-0.03433
2024-11-12_12:21:24.090,52363,1,-0.01953
2024-11-12_12:21:24.090,52363,2,1.01578
2024-11-12_12:21:24.110,52363,0,-0.03815
2024-11-12_12:21:24.110,52363,1,-0.0238
2024-11-12_12:21:24.110,52363,2,1.02295
2024-11-12_12:21:24.120,52363,0,-0.03357
2024-11-12_12:21:24.120,52363,1,-0.00931
2024-11-12_12:21:24.120,52363,2,1.02295
2024-11-12_12:21:24.140,52363,0,-0.03357
2024-11-12_12:21:24.140,52363,1,-0.01862
2024-11-12_12:21:24.140,52363,2,1.0144
2024-11-12_12:21:24.160,52363,0,-0.0386
2024-11-12_12:21:24.160,52363,1,-0.01862
2024-11-12_12:21:24.160,52363,2,1.00235
2024-11-12_12:21:24.170,52363,0,-0.03448
2024-11-12_12:21:24.170,52363,1,-0.01419
2024-11-12_12:21:24.170,52363,2,1.00235
2024-11-12_12:21:24.190,52363,0,-0.03448
2024-11-12_12:21:24.190,52363,1,-0.02167
2024-11-12_12:21:24.190,52363,2,1.00922
2024-11-12_12:21:24.200,52363,0,-0.03799
2024-11-12_12:21:24.200,52363,1,-0.02167
2024-11-12_12:21:24.200,52363,2,1.02463
2024-11-12_12:21:24.220,52363,0,-0.03204
2024-11-12_12:21:24.220,52363,1,-0.00565
2024-11-12_12:21:24.220,52363,2,1.02463
2024-11-12_12:21:24.230,52363,0,-0.03204
2024-11-12_12:21:24.230,52363,1,-0.01816
2024-11-12_12:21:24.230,52363,2,0.9903
2024-11-12_12:21:24.250,52363,0,-0.0351
2024-11-12_12:21:24.250,52363,1,-0.01816
2024-11-12_12:21:24.250,52363,2,1.02524
2024-11-12_12:21:24.270,52363,0,-0.03922
2024-11-12_12:21:24.270,52363,1,-0.01724
2024-11-12_12:21:24.270,52363,2,1.01746
2024-11-12_12:21:24.280,52363,0,-0.03128
2024-11-12_12:21:24.280,52363,1,-0.00916
2024-11-12_12:21:24.280,52363,2,1.01746
2024-11-12_12:21:24.300,52363,0,-0.03128
2024-11-12_12:21:24.300,52363,1,-0.02106
2024-11-12_12:21:24.300,52363,2,1.01471
2024-11-12_12:21:24.310,52363,0,-0.04288
2024-11-12_12:21:24.310,52363,1,-0.02106
2024-11-12_12:21:24.310,52363,2,1.00052
2024-11-12_12:21:24.330,52363,0,-0.02304
2024-11-12_12:21:24.330,52363,1,-0.00977
2024-11-12_12:21:24.330,52363,2,1.00052
2024-11-12_12:21:24.340,52363,0,-0.02304
2024-11-12_12:21:24.340,52363,1,-0.0209
2024-11-12_12:21:24.340,52363,2,1.00616
2024-11-12_12:21:24.360,52363,0,-0.04379
2024-11-12_12:21:24.360,52363,1,-0.0209
2024-11-12_12:21:24.360,52363,2,1.02051
2024-11-12_12:21:24.380,52363,0,-0.04303
2024-11-12_12:21:24.380,52363,1,-0.00931
2024-11-12_12:21:24.380,52363,2,1.02051
2024-11-12_12:21:24.390,52363,0,-0.04303
2024-11-12_12:21:24.390,52363,1,-0.0267
2024-11-12_12:21:24.390,52363,2,1.03485
2024-11-12_12:21:24.410,52363,0,-0.03098
2024-11-12_12:21:24.410,52363,1,-0.01678
2024-11-12_12:21:24.410,52363,2,1.0141
2024-11-12_12:21:24.420,52363,0,-0.04425
2024-11-12_12:21:24.420,52363,1,-0.01678
2024-11-12_12:21:24.420,52363,2,1.02829
2024-11-12_12:21:24.440,52363,0,-0.03662
2024-11-12_12:21:24.440,52363,1,-0.01312
2024-11-12_12:21:24.440,52363,2,1.02829
2024-11-12_12:21:24.450,52363,0,-0.03662
2024-11-12_12:21:24.450,52363,1,-0.01862
2024-11-12_12:21:24.450,52363,2,1.00021
2024-11-12_12:21:24.470,52363,0,-0.03067
2024-11-12_12:21:24.470,52363,1,-0.01862
2024-11-12_12:21:24.470,52363,2,1.00571
2024-11-12_12:21:24.480,52363,0,-0.03845
