21.3;302;1087.4;;;
21.3;303;1092.8;;;
21.3;304;1097.1;;;
21.3;305;1100.4;;;
21.3;306;1102.7;;;
21.3;307;1102.8;;;
21.3;308;1103;;;
21.3;309;1103;;;
21.2;310;1102.8;;;
21.2;311;1103;;;
21.2;312;1103;;;
21.2;313;1103;;;
21.2;314;1103;;;
21.2;315;1103;;;
21.2;316;1103;;;
21.2;317;1103;;;
21.2;318;1102.8;;;
21.2;319;1103;;;
21.1;320;1102.8;;;
21.1;321;1102.8;;;
21.1;322;1103;;;
21.1;323;1097.9;;;
21.1;324;1086.8;;;
21.1;325;1067.3;;;
21.1;326;1048.2;;;
21.1;327;1020.6;;;
21.1;328;1016.6;;;
21.1;329;1016.6;;;
21.1;330;1016.4;;;
21.1;331;1016.6;;;
21.1;332;1016.6;;;
21.1;333;1016.7;;;
21.1;334;1016.7;;;
21.1;335;1016.7;;;
21.1;336;1016.7;;;
21;337;1016.6;;;
21;338;1016.6;;;
21;339;1016.7;;;
21;340;1016.6;;;
21;341;1016.7;;;
21;342;1016.7;;;
21;343;1016.7;;;
21;344;1016.6;;;
21;345;1016.7;;;
21;346;1016.4;;;
21;347;1016.4;;;
21;348;1016.4;;;
21;349;1016.4;;;
21;350;1016.4;;;
20.9;351;1016.4;;;
20.9;352;1016.3;;;
20.9;353;1016.4;;;
20.9;354;1016.3;;;
20.9;355;1016.3;;;
20.9;356;1016.4;;;
20.9;357;1016.4;;;
20.9;358;1016.4;;;
20.9;359;1016.4;;;
20.9;360;1016.4;;;
20.9;361;1016.4;;;
20.9;362;1016.4;;;
20.8;363;1016.3;;;
20.8;364;1016.3;;;
20.8;365;1016.3;;;
20.8;366;1016.3;;;
20.8;367;1016.3;;;
20.8;368;1016.3;;;
20.8;369;1016.3;;;
20.8;370;1016.3;;;
20.8;371;1016.3;;;
20.8;372;1016.4;;;
20.8;373;1016.4;;;
20.8;374;1016.4;;;
20.7;375;1016.3;;;
20.7;376;1016.3;;;
20.7;377;1016.3;;;
20.7;378;1016.3;;;
20.7;379;1016.3;;;
20.7;380;1016.4;;;
20.7;381;1016.4;;;
20.7;382;1016.4;;;
20.7;383;1016.4;;;
20.7;384;1016.4;;;
20.7;385;1016.4;;;
20.7;386;1016.6;;;
20.7;387;1016.6;;;
20.7;388;1016.4;;;
20.6;389;1016.4;;;
20.6;390;1016.3;;;
20.6;391;1016.4;;;
20.6;392;1016.4;;;
20.6;393;1016.4;;;
20.6;394;1016.4;;;
20.6;395;1016.4;;;
20.6;396;1016.4;;;
20.6;397;1016.6;;;
20.6;398;1016.6;;;
20.6;399;1016.6;;;
20.6;400;1016.6;;;
20.6;401;1016.4;;;
20.6;402;1016.4;;;
20.6;403;1016.4;;;
20.6;404;1016.4;;;
20.6;405;1016.4;;;
20.6;406;1016.4;;;
20.6;407;1016.4;;;
20.6;408;1016.6;;;
20.6;409;1016.6;;;
20.6;410;1016.6;;;
20.6;411;1016.6;;;
20.6;412;1016.9;;;
20.7;413;1016.7;;;
20.7;414;1016.9;;;
20.8;415;1017;;;
20.9;416;1017.2;;;
21.1;417;1017.5;;;
21.2;418;1017.5;;;
21.3;419;1017.6;;;
21.4;420;1017.8;;;
21.5;421;1018.1;;;
21.6;422;1017.9;;;
21.7;423;1018.1;;;
21.8;424;1018.1;;;
21.9;425;1018.1;;;
21.9;426;1018.1;;;
22;427;1018.1;;;
22;428;1017.9;;;
22.1;429;1017.9;;;
22.1;430;1017.8;;;
22.2;431;1017.8;;;
22.2;432;1017.8;;;
22.2;433;1017.6;;;
22.3;434;1017.6;;;
22.3;435;1017.6;;;
22.3;436;1017.5;;;
22.3;437;1017.5;;;
22.4;438;1017.5;;;
22.4;439;1017.5;;;
22.4;440;1017.3;;;
22.4;441;1017.3;;;
22.4;442;1017.3;;;
22.4;443;1017.2;;;
22.4;444;1017.2;;;
22.4;445;1017.2;;;
22.4;446;1017.2;;;
22.5;447;1017.2;;;
22.5;448;1017.2;;;
22.5;449;1017.2;;;
22.5;450;1017.2;;;
22.5;451;1017;;;
22.5;452;1017;;;
22.5;453;1017;;;
22.5;454;1017;;;
22.5;455;1017;;;
22.5;456;1017;;;
22.5;457;1017;;;
22.5;458;1017;;;
22.5;459;1017;;;
22.5;460;1017;;;
22.5;461;1016.9;;;
22.5;462;1016.9;;;
22.5;463;1016.9;;;
22.5;464;1016.9;;;
22.5;465;1016.9;;;
22.5;466;1016.9;;;
22.5;467;1016.9;;;
22.5;468;1016.7;;;
22.5;469;1016.7;;;
22.5;470;1016.7;;;
22.5;471;1016.9;;;
22.5;472;1016.6;;;
22.5;473;1016.7;;;
22.5;474;1016.7;;;
22.5;475;1016.6;;;
22.5;476;1016.6;;;
22.5;477;1016.6;;;
22.5;478;1016.6;;;
22.5;479;1016.6;;;
22.5;480;1016.6;;;
22.5;481;1016.6;;;
22.5;482;1016.6;;;
22.5;483;1016.6;;;
22.5;484;1016.6;;;
22.5;485;1016.6;;;
22.5;486;1016.6;;;
22.5;487;1016.6;;;
22.5;488;1016.6;;;
22.5;489;1016.6;;;
