2024-11-12_12:10:36.340,93937,0,0.21103
2024-11-12_12:10:36.340,93937,1,-0.15778
2024-11-12_12:10:36.340,93937,2,0.95917
2024-11-12_12:10:36.360,93937,0,0.2002
2024-11-12_12:10:36.360,93937,1,-0.18066
2024-11-12_12:10:36.360,93937,2,0.95917
2024-11-12_12:10:36.380,93937,0,0.2002
2024-11-12_12:10:36.380,93937,1,-0.18112
2024-11-12_12:10:36.380,93937,2,0.98251
2024-11-12_12:10:36.390,93937,0,0.20706
2024-11-12_12:10:36.390,93937,1,-0.18112
2024-11-12_12:10:36.390,93937,2,0.97519
2024-11-12_12:10:36.410,93937,0,0.20935
2024-11-12_12:10:36.410,93937,1,-0.16922
2024-11-12_12:10:36.410,93937,2,0.97519
2024-11-12_12:10:36.420,93937,0,0.20935
2024-11-12_12:10:36.420,93937,1,-0.16922
2024-11-12_12:10:36.420,93937,2,0.96909
2024-11-12_12:10:36.440,93937,0,0.20996
2024-11-12_12:10:36.440,93937,1,-0.18372
2024-11-12_12:10:36.440,93937,2,0.96909
2024-11-12_12:10:36.450,93937,0,0.20996
2024-11-12_12:10:36.450,93937,1,-0.17578
2024-11-12_12:10:36.450,93937,2,0.96313
2024-11-12_12:10:36.470,93937,0,0.20569
2024-11-12_12:10:36.470,93937,1,-0.17578
2024-11-12_12:10:36.470,93937,2,0.96771
2024-11-12_12:10:36.480,93937,0,0.20569
2024-11-12_12:10:36.480,93937,1,-0.18936
2024-11-12_12:10:36.480,93937,2,0.96771
2024-11-12_12:10:36.500,93937,0,0.2179
2024-11-12_12:10:36.500,93937,1,-0.18936
2024-11-12_12:10:36.500,93937,2,0.96786
2024-11-12_12:10:36.520,93937,0,0.2034
2024-11-12_12:10:36.520,93937,1,-0.18112
2024-11-12_12:10:36.520,93937,2,0.96786
2024-11-12_12:10:36.530,93937,0,0.2034
2024-11-12_12:10:36.530,93937,1,-0.15472
2024-11-12_12:10:36.530,93937,2,0.95551
2024-11-12_12:10:36.550,93937,0,0.20813
2024-11-12_12:10:36.550,93937,1,-0.15472
2024-11-12_12:10:36.550,93937,2,0.96481
2024-11-12_12:10:36.560,93937,0,0.20813
2024-11-12_12:10:36.560,93937,1,-0.17197
2024-11-12_12:10:36.560,93937,2,0.96481
2024-11-12_12:10:36.580,93937,0,0.21469
2024-11-12_12:10:36.580,93937,1,-0.17197
2024-11-12_12:10:36.580,93937,2,0.96954
2024-11-12_12:10:36.590,93937,0,0.20416
2024-11-12_12:10:36.590,93937,1,-0.16037
2024-11-12_12:10:36.590,93937,2,0.96954
2024-11-12_12:10:36.610,93937,0,0.20416
2024-11-12_12:10:36.610,93937,1,-0.17365
2024-11-12_12:10:36.610,93937,2,0.97672
2024-11-12_12:10:36.620,93937,0,0.21027
2024-11-12_12:10:36.620,93937,1,-0.17365
2024-11-12_12:10:36.620,93937,2,0.97672
2024-11-12_12:10:36.640,93937,0,0.21027
2024-11-12_12:10:36.640,93937,1,-0.18616
2024-11-12_12:10:36.640,93937,2,0.97015
2024-11-12_12:10:36.660,93937,0,0.21362
2024-11-12_12:10:36.660,93937,1,-0.18616
2024-11-12_12:10:36.660,93937,2,0.95505
2024-11-12_12:10:36.670,93937,0,0.19089
2024-11-12_12:10:36.670,93937,1,-0.15945
2024-11-12_12:10:36.670,93937,2,0.95505
2024-11-12_12:10:36.690,93937,0,0.19089
2024-11-12_12:10:36.690,93937,1,-0.15945
2024-11-12_12:10:36.690,93937,2,0.9697
2024-11-12_12:10:36.700,93937,0,0.21576
2024-11-12_12:10:36.700,93937,1,-0.17899
2024-11-12_12:10:36.700,93937,2,0.9697
2024-11-12_12:10:36.720,93937,0,0.21576
2024-11-12_12:10:36.720,93937,1,-0.18494
2024-11-12_12:10:36.720,93937,2,0.9819
2024-11-12_12:10:36.730,93937,0,0.21683
2024-11-12_12:10:36.730,93937,1,-0.18494
2024-11-12_12:10:36.730,93937,2,0.96268
2024-11-12_12:10:36.750,93937,0,0.2034
2024-11-12_12:10:36.750,93937,1,-0.19547
2024-11-12_12:10:36.750,93937,2,0.96268
2024-11-12_12:10:36.770,93937,0,0.2034
2024-11-12_12:10:36.770,93937,1,-0.19547
2024-11-12_12:10:36.770,93937,2,0.96329
2024-11-12_12:10:36.780,93937,0,0.20889
2024-11-12_12:10:36.780,93937,1,-0.17029
2024-11-12_12:10:36.780,93937,2,0.96329
2024-11-12_12:10:36.800,93937,0,0.20889
2024-11-12_12:10:36.800,93937,1,-0.18814
2024-11-12_12:10:36.800,93937,2,0.97885
2024-11-12_12:10:36.810,93937,0,0.21591
2024-11-12_12:10:36.810,93937,1,-0.18814
2024-11-12_12:10:36.810,93937,2,0.96481
2024-11-12_12:10:36.830,93937,0,0.21591
2024-11-12_12:10:36.830,93937,1,-0.1799
2024-11-12_12:10:36.830,93937,2,0.96481
2024-11-12_12:10:36.840,93937,0,0.20981
2024-11-12_12:10:36.840,93937,1,-0.1799
2024-11-12_12:10:36.840,93937,2,0.96725
2024-11-12_12:10:36.860,93937,0,0.2005
2024-11-12_12:10:36.860,93937,1,-0.17075
2024-11-12_12:10:36.860,93937,2,0.96725
2024-11-12_12:10:36.880,93937,0,0.2005
2024-11-12_12:10:36.880,93937,1,-0.18295
2024-11-12_12:10:36.880,93937,2,0.95932
2024-11-12_12:10:36.890,93937,0,0.21057
2024-11-12_12:10:36.890,93937,1,-0.18295
2024-11-12_12:10:36.890,93937,2,0.96573
2024-11-12_12:10:36.910,93937,0,0.21057
2024-11-12_12:10:36.910,93937,1,-0.17349
2024-11-12_12:10:36.910,93937,2,0.96573
2024-11-12_12:10:36.920,93937,0,0.20447
2024-11-12_12:10:36.920,93937,1,-0.17349
2024-11-12_12:10:36.920,93937,2,0.96664
2024-11-12_12:10:36.940,93937,0,0.21225
2024-11-12_12:10:36.940,93937,1,-0.18738
2024-11-12_12:10:36.940,93937,2,0.96664
2024-11-12_12:10:36.970,93937,0,0.21225
